date,BEV_Registrations,Total_Vehicle_Registrations,BEV_Share,Charging_Infrastructure,RHDI_per_head,CPI,Petrol_Price,PiCG_Amount_GBP,GT_Index,BEV_Registrations_lag_1,BEV_Registrations_lag_3,BEV_Registrations_lag_6,BEV_Registrations_lag_12,BEV_Share_lag_1,BEV_Share_lag_3,BEV_Share_lag_6,BEV_Share_lag_12,Charging_Infrastructure_lag_1,Charging_Infrastructure_lag_3,Charging_Infrastructure_lag_6,Charging_Infrastructure_lag_12,RHDI_per_head_lag_1,RHDI_per_head_lag_3,RHDI_per_head_lag_6,RHDI_per_head_lag_12,Petrol_Price_lag_1,Petrol_Price_lag_3,Petrol_Price_lag_6,Petrol_Price_lag_12,GT_Index_lag_1,GT_Index_lag_3,GT_Index_lag_6,GT_Index_lag_12,BEV_Share_rolling_mean_3,BEV_Share_rolling_std_3,BEV_Share_rolling_mean_6,BEV_Share_rolling_std_6,BEV_Share_rolling_mean_12,BEV_Share_rolling_std_12,Petrol_Price_rolling_mean_3,Petrol_Price_rolling_std_3,Petrol_Price_rolling_mean_6,Petrol_Price_rolling_std_6,Petrol_Price_rolling_mean_12,Petrol_Price_rolling_std_12,GT_Index_rolling_mean_3,GT_Index_rolling_std_3,GT_Index_rolling_mean_6,GT_Index_rolling_std_6,GT_Index_rolling_mean_12,GT_Index_rolling_std_12,FuelPrice_x_Policy,Interest_x_Income
2011-11-30,38,433100,8.773955206649734e-05,0,5068.6667,94.6,133.66,5000.0,-2.085067921721686,218.0,36.0,38.0,54.0,0.0005048633626679,0.0001007556675062,8.495416946121172e-05,0.0001273284602688,0.0,0.0,0.0,0.0,5078.3333,5090.6667,5079.6667,5129.0,134.67,135.47,136.28,127.4,-2.0610823765066058,-2.0395285727232,-1.9952050944405493,-1.574770773452645,0.00021764650984424868,0.0002491141719215763,0.00033194363948672433,0.0002950404875310453,0.00030081706501029965,0.00027428860306669324,134.49999999999997,0.7692203845455846,134.85333333333332,0.7165100604086057,133.4075,2.7258163914688063,-2.061892956983831,0.02278049291244428,-2.054505710603389,0.018498480408115442,-1.9760528179701486,0.15846864364883298,673349.9999999999,-10466.863266656634
2011-12-31,36,418900,8.59393650035808e-05,0,5059.0,95.1,132.55,5000.0,-2.059866505790769,38.0,38.0,218.0,54.0,8.773955206649734e-05,6.033661479834869e-05,0.0004551148225469,0.0001273284602688,0.0,0.0,0.0,0.0,5068.6667,5088.0,5096.0,5129.0,133.66,135.17,135.59,127.4,-2.085067921721686,-2.0395285727232,-2.0395285727232,-1.574770773452645,0.00022618075991265936,0.00024134789200900788,0.0002704143965628378,0.0003026140521296389,0.00030081706501029965,0.00027428860306669324,133.62666666666667,1.060393008904635,134.34666666666666,1.0760421305259034,133.4075,2.7258163914688063,-2.068672268006354,0.014212061108936217,-2.0578953661146504,0.017008549415489974,-1.9760528179701486,0.15846864364883298,668300.0,-10568.514342068916
2012-01-31,26,424100,6.130629568497996e-05,0,5093.6667,94.6,133.24,5000.0,-1.820521029180506,36.0,218.0,336.0,54.0,8.59393650035808e-05,0.0005048633626679,0.0007828518173345,0.0001273284602688,0.0,0.0,0.0,0.0,5059.0,5078.3333,5093.3333,5129.0,132.55,134.67,134.56,127.4,-2.059866505790769,-2.0610823765066058,-2.0622982472224427,-1.574770773452645,7.832840425168603e-05,1.476903190489451e-05,0.00015015680962125112,0.00017449302970328094,0.00029531521796164796,0.0002787113991685422,133.15,0.5604462507685729,134.12666666666667,1.155693154200855,133.89416666666668,1.973153720838963,-1.988485152230987,0.1460059513010294,-2.017599163107661,0.0980111630155346,-1.9965320059474705,0.11052170235599616,662750.0,-10420.864652795499
2012-02-29,18,359000,5.013927576601672e-05,0,5128.3333,95.1,135.14,5000.0,-1.9952050944405493,26.0,38.0,36.0,36.0,6.130629568497996e-05,8.773955206649734e-05,0.0001007556675062,9.988901220865704e-05,0.0,0.0,0.0,0.0,5093.6667,5068.6667,5090.6667,5088.0,133.24,133.66,135.47,129.0,-1.820521029180506,-2.085067921721686,-2.0395285727232,-2.017974768939793,6.579497881819249e-05,1.83172815820756e-05,0.00014172074433122057,0.0001785357768772948,0.000291169406591428,0.00028223041392786704,133.64333333333335,1.3412804827230733,134.07166666666666,1.0846458715482752,134.40583333333333,1.253514755567042,-1.9585308764706084,0.12381564114128925,-2.0102119167272194,0.09769760204749926,-1.9946345330725332,0.11031536502970608,666200.0,-9273.127342986472
2012-03-31,336,667900,0.0005030693217547,0,5163.0,95.4,138.41,5000.0,-1.9736512906571435,18.0,36.0,38.0,320.0,5.013927576601672e-05,8.59393650035808e-05,6.033661479834869e-05,0.0004833836858006,0.0,0.0,0.0,0.0,5128.3333,5059.0,5088.0,5047.0,135.14,132.55,135.17,132.25,-1.9952050944405493,-2.059866505790769,-2.0395285727232,-1.7198076404579006,0.00020483829773523224,0.00025833598926445155,0.0002155095288239458,0.00022389990071036738,0.0002928098762542696,0.0002835035711223807,135.59666666666666,2.6150780740417376,134.61166666666665,2.085544693039855,134.91916666666665,1.5227932369249402,-1.9297924714260664,0.0952435177962364,-1.9992323697162098,0.09744538734450713,-2.015788170589137,0.06967785377516886,675699.9999999999,-10232.076726149115
2012-04-30,236,439300,0.0005372183018438,0,5174.3333,96.0,141.58,5000.0,-1.9736512906571435,336.0,26.0,218.0,320.0,0.0005030693217547,6.130629568497996e-05,0.0005048633626679,0.0007366482504604,0.0,0.0,0.0,0.0,5163.0,5093.6667,5078.3333,5063.3333,138.41,133.24,134.67,134.29,-1.9736512906571435,-1.820521029180506,-2.0610823765066058,-2.0179747689397924,0.00036347563312150557,0.0002718938999699816,0.0002209020186865958,0.0002324875254661181,0.00027619071386955293,0.0002599904964366876,138.37666666666667,3.220129396986089,135.76333333333335,3.5311112509614713,135.52666666666667,2.431798187400133,-1.980835891918279,0.012444094416409557,-1.984660522074633,0.09277171269015505,-2.0120945473989162,0.0707184286028704,692050.0,-10189.961613662832
2012-05-31,236,459000,0.0005141612200435,0,5185.6667,95.9,137.14,5000.0,-2.017974768939793,236.0,18.0,38.0,38.0,0.0005372183018438,5.013927576601672e-05,8.773955206649734e-05,8.495416946121172e-05,0.0,0.0,0.0,0.0,5174.3333,5128.3333,5068.6667,5079.6667,141.58,135.14,133.66,136.28,-1.9736512906571435,-1.9952050944405493,-2.085067921721686,-1.9952050944405493,0.0005181496145473334,1.742035241664536e-05,0.00029197229668276287,0.00024828010700183776,0.0003119579680847436,0.00026081212827586695,139.04333333333332,2.286751699099392,136.34333333333333,3.399898037686814,135.59833333333333,2.4684144094883753,-1.9884257834180268,0.025590172117908015,-1.9734783299443173,0.0816221758991972,-2.0139920202738533,0.07052928220318107,707900.0000000001,-10212.329595835237
2012-06-30,336,485600,0.0006919275123558,0,5197.0,95.5,132.82,5000.0,-2.0395285727232,236.0,336.0,36.0,218.0,0.0005141612200435,0.0005030693217547,8.59393650035808e-05,0.0004551148225469,0.0,0.0,0.0,0.0,5185.6667,5163.0,5059.0,5096.0,137.14,138.41,132.55,135.59,-2.017974768939793,-1.9736512906571435,-2.059866505790769,-2.0395285727232,0.0005811023447476999,9.666731912497144e-05,0.00039297032124146607,0.00027000965074730363,0.00033169235890215194,0.00028082059045144895,137.18,4.38013698415935,136.38833333333332,3.340924522743168,135.3675,2.5955105470793485,-2.0103848774400457,0.0335880769445965,-1.970088674433056,0.07764235577409953,-2.0139920202738533,0.07052928220318107,685699.9999999999,-10464.544560731278
2012-07-31,236,441700,0.0005342992981661,0,5184.6667,95.6,131.61,5000.0,-2.0610823765066058,336.0,236.0,26.0,336.0,0.0006919275123558,0.0005372183018438,6.130629568497996e-05,0.0007828518173345,0.0,0.0,0.0,0.0,5197.0,5174.3333,5093.6667,5093.3333,132.82,141.58,133.24,134.56,-2.0395285727232,-1.9736512906571435,-1.820521029180506,-2.0622982472224427,0.0005801293435218,9.734222343667062e-05,0.00047180248832165276,0.00021781269382397514,0.00031097964897145195,0.0002522298307837806,133.85666666666665,2.907100502792012,136.11666666666667,3.6955793411408027,135.12166666666664,2.809803724408003,-2.0395285727231998,0.021553803783405746,-2.0101822323207394,0.03579410581885905,-2.0138906977142,0.07045441016071784,664100.0,-10599.429992442472
2012-08-31,54,357500,0.0001510489510489,0,5172.3333,96.1,135.12,5000.0,-2.016758898223956,236.0,236.0,18.0,36.0,0.0005342992981661,0.0005141612200435,5.013927576601672e-05,0.0001007556675062,0.0,0.0,0.0,0.0,5184.6667,5185.6667,5128.3333,5090.6667,131.61,137.14,135.14,135.47,-2.0610823765066058,-2.017974768939793,-1.9952050944405493,-2.0395285727232,0.00045909192052360007,0.00027817173968477054,0.0004886207675354667,0.00017921924434069272,0.0003151707559333436,0.00024881385596711383,133.18333333333334,1.7829843895372794,136.11333333333334,3.6966453260580305,135.0925,2.8076749520490702,-2.0391232824845873,0.02216451842249763,-2.013774532951307,0.035064512514097305,-2.011993224839263,0.07000635303735256,658050.0000000001,-10686.02516343066
2012-09-30,54,655800,8.234217749313815e-05,0,5160.0,96.5,138.98,5000.0,-1.9520974868737369,54.0,336.0,336.0,38.0,0.0001510489510489,0.0006919275123558,0.0005030693217547,6.033661479834869e-05,0.0,0.0,0.0,0.0,5172.3333,5197.0,5163.0,5088.0,135.12,132.82,138.41,135.17,-2.016758898223956,-2.0395285727232,-1.9736512906571435,-2.0395285727232,0.0002558968089027127,0.00024353873347816475,0.00041849957682520627,0.00024328967565363425,0.00031700455282457606,0.00024683819467443503,135.23666666666668,3.6863848596333244,136.20833333333334,3.7739868397580114,135.41,3.0243015722642683,-2.009979587201433,0.05480780816204193,-2.0101822323207394,0.04065551841261586,-2.0047073010184744,0.07141560304034175,675600.0,-10431.349207355079
