date,BEV_Registrations,Total_Vehicle_Registrations,BEV_Share,Charging_Infrastructure,RHDI_per_head,CPI,Petrol_Price,PiCG_Amount_GBP,GT_Index,market_share,market_share_pct,bev_growth_rate,bev_growth_rate_annual,growth_acceleration,cumulative_bev,adoption_velocity,market_momentum,month,quarter,is_march,is_september,is_plate_month,policy_regime,policy_change,policy_introduction,policy_reduction,policy_removal,policy_stable,months_since_policy_change,pre_2016,policy_active,post_policy,real_income_index,income_growth,inflation_rate,high_inflation,fuel_cost_advantage,fuel_price_normalized,high_fuel_prices,economic_stress,year,time_trend,time_trend_squared,covid_period,interest_momentum,interest_volatility,high_interest
2018-08-31,1400,196300,0.0071319409067753,9229,5742.3333,106.5,128.6,4500.0,-0.5985311235068573,0.0071319409067753,0.7131940906775299,0.0,0.2727272727272727,0.30000000000000004,82832,0.2747267185379931,1.3490031385334433,8,3,0,0,0,Medium_Grant,0.0,0,0,0,1,29.00788436268068,0,1,0,5391.862253521127,-0.00593804058609082,2.6011560693641744,0,-0.013257142857142856,-0.06010356074705517,0,0,2018,92,8464,0,-0.6021259161521327,0.17552664398540768,0
2018-09-30,3000,441900,0.0067888662593346,9554,5746.0,106.6,130.3,4500.0,0.2008672948385215,0.0067888662593346,0.67888662593346,1.1428571428571428,0.11111111111111116,1.1428571428571428,85832,0.24875269256396706,0.5846753387333548,9,3,0,1,1,Medium_Grant,0.0,0,0,0,1,29.993429697766096,0,1,0,5390.243902439025,-0.0003001469633325815,2.401536983669539,0,-0.012771428571428572,0.04727574920908553,0,0,2018,93,8649,0,-0.3213312891721565,0.38654547232877284,0
2018-10-31,2100,256700,0.008180755746007,9808,5769.0,106.7,130.51,4500.0,0.3364116791981639,0.008180755746007,0.8180755746007,-0.30000000000000004,0.9090909090909092,-1.4428571428571428,87932,0.2731354086133498,0.5327841590439473,10,4,0,0,0,Medium_Grant,0.0,0,0,0,1,31.011826544021023,0,1,0,5406.747891283974,0.0030618259848096407,2.399232245681371,0,-0.012711428571428575,0.06054025220366619,0,0,2018,94,8836,0,-0.020417383156724273,0.4707135013495607,0
2018-11-30,2300,261800,0.008785332314744,10050,5792.0,107.0,128.06,3500.0,-0.3675233313125023,0.008785332314744,0.8785332314744,0.09523809523809534,0.6428571428571428,0.3952380952380954,90232,0.258344643822585,0.5321181005576385,11,4,0,0,0,Medium_Grant,-1000.0,0,1,0,0,0.0,0,1,0,5413.084112149533,0.0011719098047411336,2.294455066921608,0,-0.013411428571428574,-0.09421228273312254,0,0,2018,95,9025,0,0.05658521424139409,0.43189921275342547,0
2018-12-31,2600,245900,0.0105734038226921,10301,5815.0,107.1,121.7,3500.0,-0.6361243971334948,0.0105734038226921,1.05734038226921,0.13043478260869557,0.5294117647058822,0.03519668737060022,92832,0.25135706618283343,0.5317454737292654,12,4,0,0,0,Medium_Grant,0.0,0,0,0,1,1.0183968462549278,0,1,0,5429.505135387489,0.0030335799144702857,2.0972354623450817,0,-0.015228571428571432,-0.4959372305690331,0,0,2018,96,9216,0,-0.22241201641594466,0.4309831042800798,0
2019-01-31,2200,263700,0.0083428138035646,10761,5807.3333,106.3,119.55,3500.0,-0.1122656408507846,0.0083428138035646,0.8342813803564599,-0.15384615384615385,1.0,-0.2842809364548494,95032,0.267948318068203,0.5111621111317375,1,1,0,0,0,Medium_Grant,0.0,0,0,0,1,2.0367936925098555,0,1,0,5463.154562558796,0.006197512725790277,1.8199233716474916,0,-0.015842857142857145,-0.6317404755135629,0,0,2019,97,9409,0,-0.37197112309892755,0.40820046689926287,0
2019-02-28,1600,184500,0.0086720867208672,11182,5799.6667,106.8,119.09,3500.0,0.1616464783442322,0.0086720867208672,0.86720867208672,-0.2727272727272727,0.7777777777777777,-0.11888111888111885,96632,0.2603725604924454,0.5388079563560483,2,1,0,0,0,Medium_Grant,0.0,0,0,0,1,2.9566360052562417,0,1,0,5430.399531835205,-0.00599562585105573,1.8112488083889433,0,-0.01597428571428571,-0.6607960535016945,0,0,2019,98,9604,0,-0.1955811865466827,0.37496705810651326,0
2019-03-31,4900,562400,0.0087126600284495,11649,5792.0,107.0,120.28,3500.0,0.2584068924886699,0.0087126600284495,0.87126600284495,2.0625,0.32432432432432434,2.3352272727272725,101532,0.17298830123318618,0.9012886818999831,3,1,1,0,1,Medium_Grant,0.0,0,0,0,1,3.9750328515111693,0,1,0,5413.084112149533,-0.0031886087909668293,1.904761904761898,0,-0.01563428571428571,-0.5856305365323969,0,0,2019,99,9801,0,0.10259590999403888,0.38389422936888556,0
2019-04-30,2500,263800,0.0094768764215314,12296,5817.6667,107.6,124.06,3500.0,0.4841446406873754,0.0094768764215314,0.94768764215314,-0.4897959183673469,0.5625,-2.552295918367347,104032,0.1794692719998712,0.927825177621481,4,2,0,0,0,Medium_Grant,0.0,0,0,0,1,4.9605781865965834,0,1,0,5406.75343866171,-0.001169513230657948,2.0872865275142205,0,-0.014554285714285721,-0.3468694826299217,0,0,2019,100,10000,0,0.30139933717342554,0.4176506663476351,0
2019-05-31,3100,285900,0.0108429520811472,12971,5843.3333,107.9,128.28,3500.0,0.8483773797132313,0.0108429520811472,1.08429520811472,0.24,0.8235294117647058,0.7297959183673469,107132,0.1942609386665379,0.9255419897607209,5,2,0,0,0,Medium_Grant,0.0,0,0,0,1,5.978975032851511,0,1,0,5415.508155699722,0.0016192188412755826,1.9848771266540721,0,-0.013348571428571432,-0.08031613673879867,0,0,2019,101,10201,0,0.5303096376297586,0.5091634386637609,0
2019-06-30,4000,326400,0.0122549019607843,13624,5869.0,107.9,128.16,3500.0,0.809364954804606,0.0122549019607843,1.22549019607843,0.29032258064516125,1.0,0.05032258064516126,111132,0.20374860470069348,0.9236153299117901,6,2,0,0,0,Medium_Grant,0.0,0,0,0,1,6.964520367936925,0,1,0,5439.295644114921,0.004392475780903959,1.9848771266540721,0,-0.01338285714285714,-0.08789585273570293,0,0,2019,102,10404,0,0.7139623250684041,0.3780391765072009,0
2019-07-31,3200,259500,0.0123314065510597,14125,5866.3333,107.9,127.26,3500.0,0.7933254849613751,0.0123314065510597,1.2331406551059698,-0.19999999999999996,1.2857142857142856,-0.4903225806451612,114332,0.21208193803402683,0.9281265331669898,7,3,0,0,0,Medium_Grant,0.0,0,0,0,1,7.982917214191852,0,1,0,5436.824189063948,-0.0004543704208552768,1.9848771266540721,0,-0.013640000000000006,-0.1447437227124822,0,0,2019,103,10609,0,0.8170226064930706,0.3017215294290748,0
2019-08-31,6500,195400,0.033265097236438,14621,5863.6667,108.4,128.28,3500.0,0.7622843095518685,0.033265097236438,3.3265097236438,1.03125,3.6428571428571432,1.23125,120832,0.2980194380340268,0.9278117768725576,8,3,0,0,0,Medium_Grant,0.0,0,0,0,1,9.00131406044678,0,1,0,5409.286623616235,-0.005065009367620221,1.7840375586854584,0,-0.013348571428571432,-0.08031613673879867,0,0,2019,104,10816,0,0.7883249164392829,0.23589532702781615,0
2019-09-30,9900,446600,0.022167487684729,15100,5861.0,108.5,127.25,3500.0,0.653497589465638,0.022167487684729,2.2167487684729,0.523076923076923,2.3,-0.508173076923077,130732,0.24637108638567518,0.5356498579621877,9,3,0,1,1,Medium_Grant,0.0,0,0,0,1,9.986859395532194,0,1,0,5401.843317972351,-0.0013760235243198693,1.7823639774859235,0,-0.013642857142857144,-0.1453753657122245,0,0,2019,105,11025,0,0.7363691279929602,0.13529349510468577,0
2019-10-31,5400,246600,0.0218978102189781,15569,5876.6667,108.3,126.49,3500.0,1.017597961480205,0.0218978102189781,2.1897810218978098,-0.4545454545454546,1.5714285714285716,-0.9776223776223776,136132,0.23349229850688727,0.5262544129583667,10,4,0,0,0,Medium_Grant,0.0,0,0,0,1,11.005256241787121,0,1,0,5426.285041551247,0.004524700577222651,1.4995313964386137,0,-0.013860000000000004,-0.19338023369261667,0,0,2019,106,11236,0,0.8111266201659036,0.11959795683361701,0
2019-11-30,7600,260500,0.0291746641074856,16022,5892.3333,108.5,125.51,3500.0,0.8133529445787745,0.0291746641074856,2.91746641074856,0.40740740740740744,2.3043478260869565,0.861952861952862,143732,0.25950640785432993,0.5307777540540971,11,4,0,0,0,Medium_Grant,0.0,0,0,0,1,11.990801576872535,0,1,0,5430.721935483872,0.0008176669486859023,1.4018691588784993,0,-0.01414,-0.2552812476673318,0,0,2019,107,11449,0,0.8281494985082055,0.11843795470653706,0
2019-12-31,8200,251300,0.0326303223239156,16490,5908.0,108.5,124.6,3500.0,0.8723578139087986,0.0326303223239156,3.2630322323915597,0.07894736842105265,2.1538461538461537,-0.3284600389863548,151932,0.2552157900053597,0.5358511238779919,12,4,0,0,0,Medium_Grant,0.0,0,0,0,1,13.009198423127463,0,1,0,5445.1612903225805,0.0026588278704462454,1.3071895424836555,0,-0.014400000000000003,-0.3127607606438543,0,0,2019,108,11664,0,0.9011029066559257,0.12131494209800273,0
2020-01-31,6800,252100,0.0269734232447441,16980,5882.3333,108.2,126.94,3500.0,1.9967220343878564,0.0269734232447441,2.69734232447441,-0.1707317073170732,2.090909090909091,-0.24967907573812587,158732,0.2538086605494498,0.5312561337241631,1,1,0,0,0,Medium_Grant,0.0,0,0,0,1,14.027595269382392,0,1,0,5436.537245841035,-0.0015837996381985464,1.7873941674506177,0,-0.013731428571428575,-0.1649562987042266,0,0,2020,109,11881,0,1.2274775976251429,0.4938079372781621,1
2020-02-29,5500,182100,0.0302031850631521,17440,5856.6667,108.6,124.46,3500.0,3.750409544626759,0.0302031850631521,3.02031850631521,-0.19117647058823528,2.4375,-0.02044476327116207,164232,0.26060456072770294,0.37733950850548137,2,1,0,0,0,Medium_Grant,0.0,0,0,0,1,14.98028909329829,0,1,0,5392.879097605894,-0.008030506600233411,1.6853932584269593,0,-0.014440000000000001,-0.32160376264024226,0,0,2020,110,12100,0,2.2064964643078047,1.1936475471572836,1
2020-03-31,16300,357400,0.0456071628427532,17931,5831.0,108.6,119.42,3000.0,0.149910582744853,0.0456071628427532,4.56071628427532,1.9636363636363638,2.326530612244898,2.1548128342245993,180532,0.2523659243640666,0.8781400551643634,3,1,1,0,1,Medium_Grant,-500.0,0,1,0,0,0.0,0,1,0,5369.244935543278,-0.004382475786098627,1.495327102803734,0,-0.015880000000000005,-0.6399518345102087,0,0,2020,111,12321,1,1.965680720586489,1.2810408306428016,0
2020-04-30,33500,104200,0.3214971209213051,18048,5801.6667,108.5,109.0,3000.0,-0.8898407913409615,0.3214971209213051,32.149712092130514,1.0552147239263805,12.4,-0.9084216397099834,214032,0.38111681122187724,0.8438645705289729,4,2,0,0,0,Medium_Grant,0.0,0,0,0,1,0.9855453350854139,0,1,0,5347.158248847926,-0.004113555436657923,0.8364312267657992,0,-0.018857142857142857,-1.2981238402413704,0,0,2020,112,12544,1,1.0034931120102166,1.601465963350895,0
2020-05-31,14400,120600,0.1194029850746268,18157,5772.3333,108.5,106.24,3000.0,-0.2652938204629151,0.1194029850746268,11.94029850746268,-0.5701492537313433,3.645161290322581,-1.6253639776577238,228432,0.3136043734109319,0.9575601776108225,5,2,0,0,0,Medium_Grant,0.0,0,0,0,1,2.0039421813403417,0,1,0,5320.122857142857,-0.005056029847422927,0.556070435588496,0,-0.019645714285714287,-1.4724573081701622,0,0,2020,113,12769,1,-0.33507467635300814,1.699695275971923,0
2020-06-30,15000,246700,0.060802594244021,18262,5743.0,108.6,106.54,3000.0,0.6522514336030188,0.060802594244021,6.0802594244021,0.04166666666666674,2.75,0.61181592039801,243432,0.29288304724605735,0.9598742312902883,6,2,0,0,0,Medium_Grant,0.0,0,0,0,1,2.9894875164257555,0,1,0,5288.2136279926335,-0.0059978368934435755,0.6487488415199083,0,-0.019559999999999998,-1.4535080181779014,0,0,2020,114,12996,1,-0.1676277260669529,1.7037066260922211,0
2020-07-31,12800,277300,0.0461593941579516,18663,5788.0,109.1,111.39,3000.0,1.1154068641331905,0.0461593941579516,4.61593941579516,-0.1466666666666666,3.0,-0.18833333333333335,256232,0.2973274916905018,0.9572861793226805,7,3,0,0,0,Medium_Grant,0.0,0,0,0,1,4.0078843626806835,0,1,0,5305.224564619615,0.0032167642655236417,1.1121408711770142,0,-0.018174285714285712,-1.147161163303033,0,0,2020,115,13225,1,0.5007881590910978,1.6263771746842661,0
2020-08-31,11600,190300,0.0609563846558066,19075,5833.0,108.6,113.1,3000.0,1.172824316811076,0.0609563846558066,6.0956384655806595,-0.09375,0.7846153846153847,0.05291666666666661,267832,0.2035774916905018,0.9468620240223465,8,3,0,0,0,Medium_Grant,0.0,0,0,0,1,5.026281208935611,0,1,0,5371.086556169429,0.012414553002910722,0.18450184501843658,0,-0.01768571428571429,-1.0391502103471517,0,0,2020,116,13456,1,0.9801608715157615,0.8130864176015595,0
2020-09-30,28600,431800,0.0662343677628531,19474,5878.0,109.1,113.32,3000.0,0.9808699589037208,0.0662343677628531,6.623436776285311,1.4655172413793105,1.8888888888888888,1.5592672413793105,296432,0.28211418488236745,0.7882688686482568,9,3,0,1,1,Medium_Grant,0.0,0,0,0,1,6.011826544021025,0,1,0,5387.717690192484,0.0030964189180588964,0.5529953917050578,0,-0.01762285714285715,-1.0252540643528278,0,0,2020,117,13689,1,1.0897003799493288,0.8478275338922864,0
2020-10-31,15700,242600,0.0647155812036273,19907,5886.6667,109.1,113.19,3000.0,0.5363540050186045,0.0647155812036273,6.47155812036273,-0.45104895104895104,1.9074074074074074,-1.9165661924282615,312132,0.28240556017374274,0.73460761026809,10,4,0,0,0,Medium_Grant,0.0,0,0,0,1,7.030223390275952,0,1,0,5395.661503208066,0.0014744300782578712,0.7386888273314796,0,-0.017660000000000002,-1.0334654233494736,0,0,2020,118,13924,1,0.8966827602444667,0.5358835944248005,0
2020-11-30,18800,216500,0.0868360277136258,20327,5895.3333,108.9,112.6,3000.0,1.684983075853269,0.0868360277136258,8.68360277136258,0.197452229299363,1.473684210526316,0.648501180348314,330932,0.26490929533140567,0.6709879072370957,11,4,0,0,0,Medium_Grant,0.0,0,0,0,1,8.015768725361367,0,1,0,5413.529201101928,0.0033114934810567487,0.36866359447005337,0,-0.017828571428571437,-1.0707323603342516,0,0,2020,119,14161,1,1.0674023465918643,0.4111588612607911,1
2020-12-31,38100,234800,0.1622657580919931,20761,5904.0,109.2,114.08,3000.0,1.029374866457959,0.1622657580919931,16.22657580919931,1.0265957446808511,3.6463414634146343,0.8291435153814881,369032,0.3438799933530556,0.7495294506290567,12,4,0,0,0,Medium_Grant,0.0,0,0,0,1,9.034165571616294,0,1,0,5406.593406593406,-0.0012811964710766066,0.6451612903225934,0,-0.017405714285714288,-0.9772491963724357,0,0,2020,120,14400,1,1.0835706491099437,0.36974341877114225,0
2021-01-31,12900,192400,0.067047817047817,21447,5911.6667,109.0,116.64,3000.0,1.1501366610685824,0.067047817047817,6.704781704781699,-0.6614173228346456,0.8970588235294117,-1.6880130675154967,381932,0.3029895253932579,0.839477623758642,1,1,0,0,0,Medium_Grant,0.0,0,0,0,1,10.052562417871222,0,1,0,5423.54743119266,0.003135805362870059,0.7393715341959206,0,-0.01667428571428571,-0.8155485884384841,0,0,2021,121,14641,1,1.28816486779327,0.370554869678095,0
2021-02-28,10000,154400,0.0647668393782383,22074,5919.3333,109.1,120.15,3000.0,2.259900626094154,0.0647668393782383,6.47668393782383,-0.22480620155038755,0.8181818181818181,0.43661112128425805,391932,0.30018704781307853,0.8517394250590805,2,1,0,0,0,Medium_Grant,0.0,0,0,0,1,10.972404730617608,0,1,0,5425.603391384052,0.00037908033763423,0.4604051565377576,0,-0.015671428571428572,-0.5938418955290425,0,0,2021,122,14884,1,1.479804051206898,0.6076407830389426,1
2021-03-31,29700,387100,0.076724360630328,22768,5927.0,109.4,123.74,2500.0,1.85256627368386,0.076724360630328,7.672436063032801,1.9700000000000002,0.8220858895705521,2.1948062015503877,421632,0.3007173508433815,1.0090232428735686,3,1,1,0,1,Low_Grant,-500.0,0,1,0,0,0.0,0,1,0,5417.733089579524,-0.0014505855361683917,0.7366482504604255,0,-0.01464571428571429,-0.36708205862166604,0,0,2021,123,15129,1,1.7542011869488652,0.627534809769077,1
2021-04-30,15600,243300,0.064118372379778,23295,5935.3333,110.1,125.48,2500.0,2.259819490500266,0.064118372379778,6.4118372379777995,-0.4747474747474747,-0.5343283582089553,-2.4447474747474747,437232,0.1732205009538936,1.012635525864366,4,2,0,0,0,Low_Grant,0.0,0,0,0,1,0.9855453350854139,0,1,0,5390.85676657584,-0.004960806034423837,1.474654377880169,0,-0.014148571428571427,-0.25717617666655784,0,0,2021,124,15376,1,2.1240954634260927,0.529575459510334,1
2021-05-31,21300,257800,0.082622187742436,23834,5943.6667,110.8,127.17,2500.0,2.2344147940031984,0.082622187742436,8.2622187742436,0.3653846153846154,0.47916666666666674,0.8401320901320901,458532,0.2511816567135568,1.0113714317084561,5,2,0,0,0,Low_Grant,0.0,0,0,0,1,2.0039421813403417,0,1,0,5364.32012635379,-0.004922527414673916,2.1198156682027625,0,-0.013665714285714288,-0.1504285097101604,0,0,2021,125,15625,1,2.115600186062441,0.5710649263060645,1
2021-06-30,30400,288000,0.1055555555555555,24357,5952.0,111.3,129.75,2500.0,2.655815584742901,0.1055555555555555,10.55555555555555,0.42723004694835676,1.0266666666666668,0.06184543156374134,488932,0.28331193840369767,0.9573811297900758,6,2,0,0,0,Low_Grant,0.0,0,0,0,1,2.9894875164257555,0,1,0,5347.708894878706,-0.003096614497982153,2.4861878453038777,0,-0.012928571428571428,0.012535384223274935,0,0,2021,126,15876,1,2.3833499564154548,0.5168602911582748,1
2021-07-31,19800,225600,0.0877659574468085,24880,5929.0,111.3,132.71,2500.0,3.154046300854636,0.0877659574468085,8.77659574468085,-0.3486842105263158,0.546875,-0.7759142574746726,508732,0.2664771430820602,0.9060449378641476,7,3,0,0,0,Low_Grant,0.0,0,0,0,1,4.0078843626806835,0,1,0,5327.044025157234,-0.003864247311827773,2.016498625114571,0,-0.012082857142857138,0.1995017121469068,0,0,2021,127,16129,0,2.6814255598669114,0.44729459412079386,1
2021-08-31,17900,170100,0.1052322163433274,25404,5906.0,112.1,134.6,2500.0,3.266780001336659,0.1052322163433274,10.52322163433274,-0.09595959595959591,0.5431034482758621,0.2527246145667199,526632,0.2662930100854272,0.8929568984271011,8,3,0,0,0,Low_Grant,0.0,0,0,0,1,5.026281208935611,0,1,0,5268.510258697592,-0.010988038804112255,3.222836095764281,0,-0.011542857142857146,0.3188822390981435,0,0,2021,128,16384,0,3.0255472956447313,0.5581245957546364,1
2021-09-30,47700,318300,0.1498586239396795,25910,5883.0,112.4,134.89,2500.0,3.9156379429682,0.1498586239396795,14.985862393967949,1.6648044692737431,0.6678321678321679,1.7607640652333392,574332,0.28290027907662996,0.7809640828925831,9,3,0,1,1,Low_Grant,0.0,0,0,0,1,6.011826544021025,0,1,0,5233.985765124555,-0.006552989721533065,3.024747937671868,0,-0.011460000000000012,0.3371998860906609,0,0,2021,129,16641,0,3.4454880817198315,0.6544923001425617,1
2021-10-31,30800,209400,0.1470869149952244,26725,5843.6667,113.6,138.64,2500.0,4.953192058703422,0.1470869149952244,14.70869149952244,-0.3542976939203354,0.9617834394904459,-2.0191021631940784,605132,0.2909628838373479,0.7596705146576875,10,4,0,0,0,Low_Grant,0.0,0,0,0,1,7.030223390275952,0,1,0,5144.0727992957745,-0.017178679855779144,4.124656278643446,1,-0.010388571428571435,0.5740660109939101,1,0,2021,130,16900,0,4.045203334336093,0.9654898432626182,1
2021-11-30,39900,219500,0.1817767653758542,27524,5804.3333,114.5,145.78,2500.0,4.439333544900272,0.1817767653758542,18.17767653758542,0.2954545454545454,1.122340425531915,0.6497522393748808,645032,0.2991297435169465,0.7585681303526707,11,4,0,0,0,Low_Grant,0.0,0,0,0,1,8.015768725361367,0,1,0,5069.28672489083,-0.014538300160756523,5.1423324150596805,1,-0.008348571428571434,1.0250591128096975,1,1,2021,131,17161,0,4.436054515523964,0.8641733710626586,1
2021-12-31,52500,211400,0.2483443708609271,28348,5765.0,115.1,145.8,1500.0,2.322792286496702,0.2483443708609271,24.83443708609271,0.3157894736842106,0.3779527559055118,0.020334928229665206,697532,0.23989588760055977,0.7551510097115047,12,4,0,0,0,Low_Grant,-1000.0,0,1,0,0,0.0,0,1,0,5008.68809730669,-0.011954073792392328,5.402930402930406,1,-0.008342857142857138,1.026322398809182,1,1,2021,132,17424,0,3.905105963366798,0.9531409991678788,1
2022-01-31,26600,218200,0.1219065077910174,29013,5755.3333,114.9,145.05,1500.0,4.381631676062347,0.1219065077910174,12.19065077910174,-0.4933333333333333,1.062015503875969,-0.8091228070175439,724132,0.25390288672566913,0.7798456067320688,1,1,0,0,0,Low_Grant,0.0,0,0,0,1,1.0183968462549278,0,1,0,5008.993298520452,6.093436201926039e-05,5.412844036697262,1,-0.008557142857142853,0.9789491738285323,1,1,2022,133,17689,0,3.7145858358197734,0.9506244446471963,1
2022-02-28,27300,161700,0.1688311688311688,29609,5745.6667,115.8,147.57,1500.0,4.016574675364713,0.1688311688311688,16.88311688311688,0.026315789473684292,1.73,0.5196491228070176,751432,0.27482971931100847,0.7714245675486376,2,1,0,0,0,Low_Grant,0.0,0,0,0,1,1.938239159001314,0,1,0,4961.715630397237,-0.009438556872731318,6.141154903758017,1,-0.007837142857142862,1.1381232097635146,1,1,2022,134,17956,0,3.5736662126412533,0.9019431747682386,1
2022-03-31,55200,347200,0.1589861751152073,30269,5736.0,117.1,160.23,1500.0,6.130141036336369,0.1589861751152073,15.89861751152073,1.021978021978022,0.8585858585858586,0.9956622325043376,806632,0.1958278878091769,0.546111191812102,3,1,1,0,1,Low_Grant,0.0,0,0,0,1,2.9566360052562417,0,1,0,4898.377455166525,-0.01276537793554311,7.038391224862872,1,-0.0042200000000000085,1.9377832474368835,1,1,2022,135,18225,0,4.8427824625878095,1.2457148488230678,1
2022-04-30,23500,221700,0.105999097880018,30838,5712.0,120.0,161.8,1500.0,4.522807428314915,0.105999097880018,10.599909788001801,-0.5742753623188406,0.5064102564102564,-1.5962533842968625,830132,0.18753389717822977,0.5910873479242532,4,2,0,0,0,Low_Grant,0.0,0,0,0,1,3.9421813403416555,0,1,0,4760.0,-0.028249651324965153,8.99182561307903,1,-0.0037714285714285714,2.0369511983963786,1,1,2022,136,18496,0,4.889841046671998,1.2177674483508407,1
2022-05-31,27600,227100,0.1215323645970938,31425,5688.0,120.8,165.84,1500.0,3.4876641077407484,0.1215323645970938,12.15323645970938,0.1744680851063829,0.295774647887324,0.7487434474252235,857732,0.17162418632171036,0.5850639574743979,5,2,0,0,0,Low_Grant,0.0,0,0,0,1,4.9605781865965834,0,1,0,4708.609271523179,-0.010796371528743909,9.025270758122739,1,-0.0026171428571428595,2.292134970292145,1,1,2022,137,18769,0,4.713537524130676,1.257658991852042,1
2022-06-30,38300,244200,0.1568386568386568,31992,5664.0,121.8,183.82,0.0,5.605727482453675,0.1568386568386568,15.68386568386568,0.3876811594202898,0.25986842105263164,0.2132130743139069,896032,0.16832844569437144,0.5915954425152862,6,2,0,0,0,No_Grant,-1500.0,0,1,1,0,0.0,0,0,1,4650.246305418719,-0.012394947794336697,9.433962264150942,1,0.0025199999999999945,3.4278290838282564,1,1,2022,138,19044,0,4.538733006169779,0.9934502731996632,1
2022-07-31,23000,215600,0.1066790352504638,32867,5668.3333,122.5,189.42,0.0,4.25274620183356,0.1066790352504638,10.667903525046379,-0.39947780678851175,0.16161616161616155,-0.7871589662088015,919032,0.16409564600585513,0.5740522218081247,7,3,0,0,0,No_Grant,0.0,0,0,0,1,1.0183968462549278,0,0,1,4627.210857142857,-0.004953597457627135,10.062893081761004,1,0.004119999999999992,3.781549163683775,1,1,2022,139,19321,0,4.44871259734266,1.0028204058291719,1
2022-08-31,23600,172300,0.1369704004643064,33752,5672.6667,123.1,175.17,0.0,3.389306435875441,0.1369704004643064,13.697040046430638,0.026086956521739202,0.3184357541899441,0.42556476331025095,942632,0.1742661920459664,0.5740585914034398,8,3,0,0,0,No_Grant,0.0,0,0,0,1,2.0367936925098555,0,0,1,4608.177660438668,-0.00411331951186289,9.812667261373775,1,4.857142857141866e-05,2.881457889051428,1,1,2022,140,19600,0,4.415926706720891,1.1113028709433208,1
2022-09-30,54700,329500,0.1660091047040971,34608,5677.0,123.8,166.5,0.0,2.8172322992180443,0.1660091047040971,16.600910470409712,1.3177966101694913,0.14675052410901457,1.2917096536477521,997332,0.14534887045394543,0.6726843812465995,9,3,0,1,1,No_Grant,0.0,0,0,0,1,3.0223390275952693,0,0,1,4585.62197092084,-0.004894709184385171,10.142348754448394,1,-0.0024285714285714327,2.3338234082751166,1,1,2022,141,19881,0,3.4864283123090143,0.9948862738425426,1
2022-10-31,34200,237600,0.1439393939393939,35546,5713.0,126.2,163.61,0.0,2.4426067913004226,0.1439393939393939,14.39393939393939,-0.3747714808043876,0.11038961038961048,-1.692568090973879,1031532,0.14364272154694108,0.633174765665995,10,4,0,0,0,No_Grant,0.0,0,0,0,1,4.040735873850197,0,0,1,4526.941362916006,-0.012796651877749476,11.09154929577465,1,-0.0032542857142857165,2.1512785813496804,1,1,2022,142,20164,0,2.8830485087979683,1.134219934388882,1
2022-11-30,49500,246400,0.2008928571428571,36454,5749.0,126.7,163.61,0.0,2.000441443253091,0.2008928571428571,20.089285714285708,0.44736842105263164,0.24060150375939848,0.8221399018570192,1081032,0.15630221118011492,0.6416983212253063,11,4,0,0,0,No_Grant,0.0,0,0,0,1,5.026281208935611,0,0,1,4537.4901341752175,0.0023302204321939968,10.65502183406113,1,-0.0032542857142857165,2.1512785813496804,1,1,2022,143,20449,0,2.4200935112571855,1.3270691076695431,1
2022-12-31,74600,230800,0.3232235701906412,37394,5785.0,127.2,155.29,0.0,1.9225378552452408,0.3232235701906412,32.32235701906412,0.507070707070707,0.42095238095238097,0.05970228601807537,1155632,0.17224231396232295,0.6492196131315241,12,4,0,0,0,No_Grant,0.0,0,0,0,1,6.044678055190539,0,0,1,4547.955974842767,0.002306526374288742,10.512597741094698,1,-0.005631428571428579,1.6257516055643368,1,1,2022,144,20736,0,2.121862029932917,0.893858049865872,1
2023-01-31,30000,234100,0.1281503630926954,38333,5765.6667,126.4,149.21,0.0,3.013424047863607,0.1281503630926954,12.815036309269539,-0.5978552278820375,0.1278195488721805,-1.1049259349527445,1185632,0.16353215608326427,0.6927482278947455,1,1,0,0,0,No_Grant,0.0,0,0,0,1,7.063074901445466,0,0,1,4561.445174050633,0.002965991597649875,10.008703220191473,1,-0.007368571428571433,1.241712661721203,1,1,2023,145,21025,0,2.312134448787312,0.5803924881892226,1
2023-02-28,28200,177200,0.1591422121896162,39181,5746.3333,127.9,147.93,0.0,2.232766304864928,0.1591422121896162,15.914221218961618,-0.06000000000000005,0.03296703296703307,0.5378552278820374,1213832,0.1563391736271239,0.6984592410701917,2,1,0,0,0,No_Grant,0.0,0,0,0,1,7.982917214191852,0,0,1,4492.832916340891,-0.015041780640062674,10.449050086355793,1,-0.007734285714285714,1.1608623577542274,1,1,2023,146,21316,0,2.389576069324591,0.4399161716104972,1
2023-03-31,62600,391700,0.1598161858565228,40120,5727.0,128.9,146.73,0.0,2.192685328339998,0.1598161858565228,15.98161858565228,1.2198581560283688,0.13405797101449268,1.2798581560283688,1276432,0.17282918479798615,0.6677667825625283,3,1,1,0,1,No_Grant,0.0,0,0,0,1,9.00131406044678,0,0,1,4442.979053529868,-0.011096309108157398,10.076857386848847,1,-0.008077142857142866,1.0850651977851866,1,1,2023,147,21609,0,2.4796252270228436,0.39434935254249387,1
